date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,OT
2025-10-30 11:00:00,16647.559,9357.152,3729.7124,3679.074,4294.4775,25756.584,58383.25,35705.453,3474.0903,17060.592,15771.842,26505.742,43477.438,4266.51,15528.483,3470.6973,250.37585,7576.0493,356.46826,514.8704,620.33673,599.2592,683.2395,11671.877,11132.236,507.74075,13462.785,10736.246,44316.664,3503.6812,7048.356,27026.906,13795.28,4014.6665,4007.0261,446.30267
2025-10-30 12:00:00,15606.225,10140.676,4129.417,3683.1216,4198.14,25791.793,58518.01,35808.15,2973.867,18193.355,15445.174,27706.684,43273.684,1231.6602,16313.674,2618.833,227.63196,7626.1455,308.90887,440.15753,570.93384,546.39514,632.6955,12724.928,10192.3545,437.02658,14444.783,9855.178,44139.58,2937.8296,7111.981,29024.719,11293.16,4009.5042,4004.8242,397.45135
2025-10-30 13:00:00,15354.291,10208.836,4128.24,3714.939,4129.129,25725.129,58442.207,34666.17,2763.525,18169.934,15182.211,27687.445,42794.37,1.9042969,16454.68,2519.1016,195.2619,7622.2773,253.13095,370.62943,515.3043,512.5139,613.18353,13075.071,9799.149,388.81128,14800.6455,9588.548,43578.54,2744.7256,7134.033,29025.664,10641.579,4019.0417,4005.9966,348.1044
2025-10-30 14:00:00,15865.719,9445.359,3768.477,3779.525,4056.3267,25786.838,58362.266,34514.07,2692.247,17399.316,15063.979,26944.832,42687.97,780.4863,16207.919,2819.9795,181.92105,7598.3267,207.0502,319.88528,475.20795,492.893,575.9841,13018.723,9799.817,379.97583,14761.088,9571.11,43439.312,2779.6704,7178.9185,27931.281,11548.354,4016.2104,4008.1704,349.1665
2025-10-30 15:00:00,17629.508,8294.408,3139.9448,3841.8125,3981.2705,25856.043,58525.03,36329.484,2717.8022,15156.62,14964.684,24583.66,42999.285,3964.2324,14837.418,4178.0635,191.71793,7565.337,254.98105,368.9805,511.98944,522.4216,589.6847,11929.67,10786.547,400.4744,13486.811,10534.423,43652.81,2792.9717,7191.612,25361.285,14221.654,3999.8997,3996.5747,383.60205
2025-10-30 16:00:00,20707.145,6646.461,2181.9536,3895.8088,3886.1055,25926.377,58510.04,36098.97,3020.651,11390.492,14726.162,21161.762,43575.207,10340.729,11847.443,7479.621,249.29453,7569.943,447.05322,529.17035,650.1593,654.21326,722.0975,9199.582,13416.103,498.25424,10408.44,13380.103,44095.066,3361.8472,7242.8696,20113.545,20471.814,3988.3875,4006.2395,484.33453
2025-10-30 17:00:00,24460.256,3547.1687,1016.7823,4028.1833,3828.3604,26088.807,58219.234,36669.82,3228.209,5989.1387,14532.834,16602.758,44403.76,17750.32,8585.086,11230.673,480.1106,7602.8584,650.2417,703.9344,788.033,805.458,872.9894,6081.037,16451.945,703.8214,7032.3223,16466.033,44814.695,4036.3354,7298.7505,13829.386,27687.334,3991.5571,4011.7266,618.57806
2025-10-30 18:00:00,27437.828,884.2611,243.62073,4124.831,3732.2495,26308.832,57379.457,38430.43,2753.8218,1797.6663,14167.647,12405.441,45003.58,22903.408,6772.6357,13568.413,734.90515,7545.4023,729.61334,762.59894,819.4489,884.8889,946.9016,4669.5967,18018.045,910.83875,5601.621,17668.9,45363.938,3237.6426,7193.2817,9512.483,32420.867,3996.4814,4017.3413,723.312
2025-10-30 19:00:00,28858.164,145.44019,28.750977,4191.0566,3623.6465,26382.55,56733.17,38694.836,2301.543,715.1885,14115.393,11444.393,45392.164,24277.527,6265.4355,14436.466,831.2389,7438.3,763.324,808.59,857.92346,866.4841,905.2887,4567.981,18301.643,1021.0194,5184.7837,18110.357,45712.71,2900.907,7106.9097,7800.4404,34165.914,3983.4712,4017.0166,785.683
2025-10-30 20:00:00,29014.814,13.005371,6.717285,4343.105,3555.9558,26429.826,56251.207,37666.336,2136.5156,534.70776,13970.099,11344.566,45064.516,24464.39,6111.9844,14929.4795,858.8492,7357.9077,794.4966,850.94476,902.0897,880.7556,918.6505,4519.925,18442.27,1064.4595,5074.3193,18220.926,45371.227,2869.8367,7012.8223,7657.277,33914.14,3986.2314,4007.191,789.27783
2025-10-30 21:00:00,28975.3,0.0,20.627563,4377.1606,3416.0317,26474.145,56298.027,38097.023,1791.0558,239.21777,13814.582,11190.442,44868.89,24266.959,6224.2803,15028.281,831.3535,7248.3525,761.9569,824.80054,870.2721,863.23737,903.3209,4556.3315,18378.732,1035.2571,4981.528,18236.027,45174.766,2360.5393,6953.772,7623.867,33546.094,3981.2827,4008.747,777.6198
2025-10-30 22:00:00,28566.035,42.783203,30.885498,4446.487,3366.3086,26326.81,56438.684,37762.04,1614.7886,329.92676,13545.771,11618.769,44364.75,22910.686,6599.423,14650.117,742.8488,7127.286,731.49414,805.71576,851.9419,850.11475,883.0884,4835.5376,18058.09,958.136,5255.3047,17898.14,44515.21,2142.9126,6908.5444,8187.0884,32361.75,3975.417,3997.8196,744.5354
2025-10-30 23:00:00,27896.502,78.41528,39.022095,4553.7554,3431.2144,26281.285,56697.816,37409.797,1430.0828,249.02588,13344.414,11470.311,43593.57,21848.094,6964.79,14093.473,669.0529,7075.1187,646.5199,717.0054,781.42285,747.44995,778.5786,4903.82,17924.898,886.7163,5245.931,17872.828,43769.293,1677.7972,6854.688,8173.774,31331.645,3974.4546,3995.826,706.0069
2025-10-31 00:00:00,27290.102,11.471924,20.527588,4536.326,3396.879,26359.668,57223.938,36258.18,1457.7981,100.12256,13091.672,11495.705,42658.465,20964.455,7320.085,13782.336,640.6749,6999.103,634.374,695.91876,769.63696,740.37897,776.10394,5221.3994,17585.111,846.0675,5399.2236,17777.764,42820.89,1484.8353,6772.1577,8105.384,30537.773,3962.3188,3986.1082,678.16656
2025-10-31 01:00:00,27215.168,0.0,0.0,4493.298,3387.2004,26189.066,57066.793,35162.5,1771.8625,33.358887,12899.681,11556.279,42266.2,20285.42,7334.3877,13753.071,697.8124,6919.5254,601.24493,688.41345,756.0495,799.6487,857.1477,5332.296,17454.248,845.7029,5311.0,17824.658,42513.188,1887.189,6760.733,8324.473,30334.709,3954.253,3979.265,654.6877
2025-10-31 02:00:00,27202.812,0.0,0.0,4355.707,3347.376,26152.81,57219.625,36887.562,1744.7396,68.668945,12680.405,11236.021,42065.383,20452.424,6967.3994,14174.565,711.3153,6873.6333,558.8468,648.5624,718.6969,765.09045,827.7302,5283.7554,17467.344,787.48206,5346.881,17861.9,42256.906,1903.1439,6722.5005,8322.932,30485.209,3965.3184,3981.9458,657.7036
2025-10-31 03:00:00,27236.98,0.0,0.0,4208.8545,3318.8503,26001.064,57119.156,35090.46,1755.478,-104.22705,12476.182,10747.696,41857.035,20518.178,6896.4834,14265.249,706.2133,6838.123,579.5118,652.0132,724.4361,750.2496,815.1673,5278.5615,17471.607,711.9437,5359.797,17947.496,41913.15,1903.2964,6680.968,8027.6826,30538.73,3959.7578,3979.6865,669.26825
2025-10-31 04:00:00,27410.617,5.224365,0.0,4117.271,3291.6284,25896.645,56987.777,34323.93,1843.041,-9.015137,12290.715,10471.5205,41757.875,20672.123,7067.8525,14191.742,669.60345,6856.0786,605.6976,667.2525,744.17444,763.6475,834.8446,5392.2803,17457.727,654.77466,5342.0293,18049.662,41851.87,1883.7528,6660.3394,7522.836,30999.863,3952.5847,3977.42,688.5725
2025-10-31 05:00:00,27730.238,0.0,0.0,3951.1382,3240.8806,25985.459,57339.766,34414.773,1812.7603,-10.105469,11933.645,10093.098,41772.586,21250.762,7000.8545,14343.027,616.4506,6909.331,618.0065,668.4418,748.95703,739.4181,805.3608,5543.6655,17346.672,596.6759,5663.7427,17745.092,41918.363,1875.661,6695.4287,7467.6655,31109.184,3950.039,3974.7031,715.0259
2025-10-31 06:00:00,27920.389,0.0,0.0,3785.5454,3218.6782,26032.102,57258.973,36520.227,1877.8335,118.27637,11532.668,9972.514,42201.586,21637.713,7051.8237,14215.231,580.5496,6954.523,658.64233,700.19666,763.21265,740.73474,797.77167,5644.27,17239.809,592.4093,6076.796,17306.855,42393.547,1900.1536,6732.27,7390.999,31626.297,3953.6838,3975.23,744.57544
2025-10-31 07:00:00,28153.57,257.71338,113.029785,3571.0093,3175.1182,25967.07,57374.168,35071.78,1867.7888,867.68555,11139.697,10298.29,42723.496,22440.533,6898.191,14211.621,625.4542,7018.3516,677.80774,714.43054,781.35535,744.34143,792.8066,5656.9336,17228.676,613.58435,6202.3623,17082.54,43103.41,1897.7516,6791.9043,7336.556,32298.234,3943.779,3973.5674,737.1238
2025-10-31 08:00:00,26830.34,2142.8247,763.3507,3372.8262,3154.6404,26048.729,57111.016,34684.67,2085.6863,4882.7803,10771.374,13419.33,42737.848,20157.283,7938.3887,12922.814,601.30096,7103.6846,604.83075,640.37366,706.31287,671.0016,708.6222,6687.08,16261.209,555.94995,7493.0513,15838.578,43117.35,2217.5525,6880.792,9985.932,29964.879,3936.2583,3965.9263,708.6464
2025-10-31 09:00:00,25109.562,5209.24,1843.976,3058.8684,3095.9001,25994.37,57467.43,33285.766,2892.608,10734.896,10317.605,17384.36,43103.438,15514.574,9806.025,10911.801,501.6343,7191.9814,525.7515,580.2155,649.04865,630.33563,689.6374,8817.564,14375.525,441.79156,9810.633,13483.773,43599.395,3212.0679,7007.858,14947.29,25623.316,3932.736,3967.7207,684.2373
2025-10-31 10:00:00,23102.816,7590.1895,2797.3525,2822.3733,3086.714,25793.299,58007.03,34959.023,3355.9663,15235.853,10176.249,20865.57,43132.152,10438.536,12366.451,8168.4023,405.54346,7277.037,522.68,576.4722,669.774,662.0485,731.4818,11573.217,11735.67,352.48145,12790.16,10360.324,43706.996,3563.2598,7153.9766,20055.762,20474.451,3934.3625,3957.2192,669.3102
2025-10-31 11:00:00,21548.785,9041.617,3537.9404,2746.1926,3112.4922,25783.803,57988.234,33169.227,3402.19,17692.336,9936.143,23336.586,43076.79,6523.083,14083.876,6336.0996,353.83954,7391.343,489.82526,548.6342,642.994,631.3055,696.81384,13507.777,10138.355,286.23425,14768.223,8534.238,43827.68,3566.5503,7253.5713,23955.562,16536.05,3915.6133,3948.8254,647.37366
2025-10-31 12:00:00,20467.104,9808.225,3941.5654,2777.664,3155.505,25820.676,58281.94,33190.344,2880.8418,18608.797,9799.12,24739.758,42923.477,3698.537,15049.314,5480.1855,314.93768,7468.247,441.8634,487.09558,592.95654,580.2543,640.8497,14503.789,9381.378,245.04785,15442.295,7902.708,43646.867,2989.7725,7310.4004,25831.008,14123.544,3916.6665,3949.2776,603.40424
2025-10-31 13:00:00,20049.668,9921.94,3967.8027,2853.7874,3218.8179,25689.016,57921.996,33599.555,2706.8223,18309.805,9599.471,24608.582,42501.855,2958.545,15296.977,5291.0625,292.73853,7492.2935,383.4966,418.9715,545.0516,545.1622,618.6994,14647.047,9245.8,222.72742,15767.524,7582.586,43179.54,2773.2366,7343.6284,26178.781,13137.149,3917.7476,3951.5952,578.1636
2025-10-31 14:00:00,20267.486,9291.118,3659.1885,2919.9307,3225.9587,25717.682,58302.8,34077.992,2623.232,16878.277,9608.012,24049.602,42362.207,3798.1738,15050.331,5438.921,276.85156,7509.2607,352.31976,382.45218,508.9619,525.11066,588.1143,14338.182,9442.641,210.15018,15842.014,7431.4556,43082.555,2822.1494,7382.058,25675.86,13474.15,3928.3535,3951.7563,569.36786
2025-10-31 15:00:00,21501.709,8054.971,3004.1665,3012.4458,3263.2302,25755.562,58205.152,35166.07,2619.6003,14031.895,9474.009,22150.418,42646.44,6955.9033,13794.311,6405.697,299.9317,7501.009,393.14273,415.18768,538.26434,549.70166,596.2162,13144.35,10446.906,234.30464,14831.409,8220.306,43290.277,2837.5698,7392.6357,23532.074,15849.205,3924.0312,3946.871,606.0527
2025-10-31 16:00:00,23671.355,6346.9736,2074.868,3138.9414,3278.4512,25790.63,58166.004,35595.805,2942.0425,9972.875,9343.887,19180.973,43188.723,13146.03,10877.163,9376.5,373.95093,7505.4404,566.48975,569.17584,683.3257,688.23096,730.9852,10135.517,13223.201,336.2776,11727.012,11400.914,43727.453,3367.9844,7411.6157,18743.414,21891.62,3922.3965,3940.5981,710.17
2025-10-31 17:00:00,26819.57,3380.3452,969.3357,3224.7334,3312.9385,26007.506,57842.066,37041.062,3136.882,4762.7695,9372.094,14935.822,43949.42,20324.35,7816.346,12880.366,606.64935,7532.299,752.39484,735.9286,821.5855,830.0454,872.84406,6837.3184,16389.459,518.4694,8133.133,14998.43,44440.043,4007.2415,7421.7075,12834.284,28735.936,3934.0996,3945.8867,830.2908
2025-10-31 18:00:00,29186.125,909.875,233.85626,3302.3877,3301.311,26239.389,57259.887,38001.203,2758.2043,1056.1521,9190.83,10967.976,44603.203,25585.727,6078.6943,15111.44,857.53,7490.791,820.73596,799.26306,856.2567,907.2593,954.9646,5111.0986,18233.977,709.6166,6373.796,16713.514,44968.402,3227.3523,7290.4,8628.15,33152.02,3929.471,3939.8867,919.1331
2025-10-31 19:00:00,30025.74,227.42896,26.592651,3360.5508,3328.1538,26314.543,56741.977,38923.453,2293.4653,192.14209,9142.324,9982.984,44971.375,27236.848,5607.845,15869.871,957.27655,7416.02,826.90027,820.3165,877.84644,879.6858,907.21875,4884.8057,18400.434,795.47,5869.817,17261.648,45244.02,2896.9292,7185.143,7433.3813,34255.01,3930.608,3947.7378,966.594
2025-10-31 20:00:00,29930.82,118.75122,5.1707764,3465.634,3304.0469,26345.418,56766.25,38775.547,2155.943,6.82959,9005.923,10000.248,44728.08,27317.44,5583.8203,16254.236,983.29144,7352.032,840.00964,850.0066,912.604,897.11597,918.7053,4774.2837,18599.918,842.0656,5629.3247,17504.799,44891.918,2873.2002,7096.9653,7586.1533,33772.117,3910.9995,3944.474,962.19104
2025-10-31 21:00:00,29984.639,31.044678,11.43042,3469.4824,3237.376,26350.08,56910.004,38271.062,1811.5632,-93.41016,9041.186,9892.086,44563.316,27194.973,5630.409,16295.286,979.92017,7256.7896,811.40546,827.56665,874.3811,873.3767,903.09863,4611.6685,18641.945,815.45667,5330.383,17703.492,44738.402,2361.5461,7049.312,7529.511,33455.344,3904.6157,3933.0864,931.9503
2025-10-31 22:00:00,29559.781,13.407227,0.0,3514.9272,3220.3008,26350.256,57224.867,38954.65,1679.3545,-228.26416,8837.051,10147.145,44095.207,26488.336,5842.341,15977.711,880.7774,7127.7017,772.649,803.9727,850.245,860.54663,883.8347,4823.8584,18314.668,745.8821,5497.225,17504.76,44096.16,2146.605,7004.721,7908.5186,32445.207,3910.9229,3938.6475,872.51215
2025-10-31 23:00:00,29096.707,91.61572,17.081177,3515.8362,3244.8582,26284.387,57447.266,36659.227,1462.1821,-181.35107,8729.197,10105.447,43371.203,25985.121,6118.075,15593.782,802.29254,7020.389,691.36646,732.0587,786.53064,762.3065,784.8644,4771.2,18273.75,698.9299,5456.1924,17503.615,43404.176,1671.5623,6955.659,7779.409,31497.508,3899.48,3946.8452,815.74524
2025-11-01 00:00:00,28596.8,53.742188,14.206421,3515.617,3268.2495,26310.627,57562.348,35771.54,1464.0327,-15.818359,8597.844,10093.217,42473.926,25373.832,6587.0635,15291.316,771.8118,6934.287,677.69824,714.86444,777.57104,753.2058,785.10474,5058.0005,17944.725,677.7063,5590.71,17459.152,42474.766,1478.5465,6883.4404,7770.0503,30655.154,3895.1045,3958.8135,773.5929
2025-11-01 01:00:00,28460.447,31.932129,2.281372,3420.066,3258.3474,26123.61,56974.047,35523.445,1798.4851,17.441406,8423.085,10007.539,42073.78,25195.47,6625.18,15330.949,795.17194,6842.7246,668.10297,722.92755,778.3446,814.4038,866.12445,5206.048,17807.223,681.87805,5702.634,17381.375,42168.297,1890.1248,6871.5996,8354.23,30043.672,3897.7173,3967.7112,737.86743
2025-11-01 02:00:00,28499.25,0.0,0.0,3272.6868,3196.7144,26118.225,56986.14,35328.023,1780.1844,-54.128418,8260.222,9745.027,41866.227,25691.707,6331.3735,15692.009,785.9163,6817.527,620.4043,677.7462,740.2587,779.1921,834.2709,5253.7676,17771.834,647.5908,5862.968,17190.314,41913.863,1906.7681,6798.4917,8459.035,29832.145,3894.2192,3965.3513,733.2203
2025-11-01 03:00:00,28542.111,0.0,0.0,3113.3052,3208.6262,26016.797,56844.85,36400.547,1802.4347,-26.952637,8209.763,9106.898,41633.47,26132.225,6405.037,15665.176,739.5552,6800.6772,624.9555,676.4994,746.52264,763.6031,824.38464,5291.4414,17858.684,609.0542,5893.158,17145.232,41625.41,1889.4681,6727.197,8113.8403,29873.035,3890.5552,3961.5757,707.16785
2025-11-01 04:00:00,28489.875,41.17505,0.0,3014.281,3181.676,25975.902,56929.11,35150.164,1836.7184,100.7417,8082.3506,8714.271,41559.94,26393.496,6577.2246,15619.464,682.935,6816.739,649.6199,703.43274,762.35535,776.5283,849.58405,5432.491,17835.645,581.5014,5729.2676,17323.828,41498.37,1882.0339,6687.439,7678.539,30316.744,3882.7341,3957.187,709.88275
2025-11-01 05:00:00,28531.312,19.029297,6.861084,2864.706,3147.31,26014.975,56949.35,35276.242,1831.0532,100.39014,7832.257,8338.348,41581.688,27216.234,6743.7324,15482.352,641.9987,6899.641,667.58655,699.79004,755.37244,745.9732,819.5839,5750.2637,17717.781,548.13336,6066.707,17016.37,41562.008,1887.8694,6697.3223,7577.1147,30376.781,3899.6135,3960.8755,713.6676
2025-11-01 06:00:00,28618.086,0.0,0.0,2710.878,3134.4673,26078.39,56768.637,35373.65,1831.9777,-48.697754,7722.4136,8142.027,41990.957,28016.008,6858.6255,15365.875,633.9428,6936.1543,703.4706,730.89246,766.3775,740.47864,805.7049,5904.915,17563.77,560.7899,6465.543,16490.408,42029.44,1908.3647,6712.556,7591.279,30666.22,3892.7754,3944.106,722.7932
2025-11-01 07:00:00,28794.56,393.07715,138.32526,2558.56,3105.377,25921.984,56524.43,35813.156,1800.1018,643.32886,7564.4717,8372.102,42514.0,29076.568,6850.6006,15415.178,664.83386,7001.7236,725.62836,747.3361,779.2135,743.1653,798.34503,6007.1235,17527.45,581.9338,6534.83,16314.494,42820.113,1911.0686,6757.241,7532.275,31002.629,3898.4827,3948.5498,703.81085
2025-11-01 08:00:00,27847.273,2521.0347,821.405,2440.7048,3139.4111,25979.062,56453.867,35042.32,2052.2585,4049.2466,7381.1377,11496.001,42581.65,27233.855,8047.1533,14058.115,615.415,7086.37,671.5893,677.8693,702.90106,671.57025,717.61176,7102.1045,16479.336,539.7701,7457.939,15417.822,42837.395,2248.3208,6831.545,10028.754,28628.469,3902.5566,3941.2754,647.28217
2025-11-01 09:00:00,26144.791,5964.6797,1968.4923,2201.1733,3127.5645,25974.824,56841.098,33531.47,2971.1204,9363.289,7300.9307,15659.502,42977.426,22522.26,10334.176,11821.496,495.21243,7168.2134,585.5486,608.06573,647.3243,635.1497,700.14185,9675.597,14147.167,426.65936,9871.448,12924.005,43255.234,3254.1172,6966.5996,15395.81,23479.477,3903.9282,3944.1345,597.5819
2025-11-01 10:00:00,24468.076,8734.568,3015.6729,2053.918,3128.3318,25832.521,57535.152,32021.43,3487.6475,13870.306,7213.1934,19072.355,43053.766,17858.025,13132.551,9087.947,397.73596,7260.4683,599.89966,608.6287,670.63086,667.59796,735.9014,13013.306,11008.979,329.01285,12940.115,9640.16,43334.387,3603.8342,7134.3525,20532.49,18105.059,3898.4414,3927.9312,556.0939
2025-11-01 11:00:00,23096.17,10131.955,3756.6465,2048.0557,3205.4783,25774.035,57640.832,34013.78,3421.5955,16435.227,7350.4863,21782.941,43037.426,13822.004,15045.735,7074.409,355.2133,7397.601,577.6067,586.4065,644.02844,630.57275,697.91876,14979.52,9156.291,270.78696,14856.21,7658.5933,43527.47,3588.5,7277.5674,23956.83,14234.408,3899.6636,3919.6807,504.99323
2025-11-01 12:00:00,22009.965,10927.835,4159.937,2097.8865,3236.8064,25829.398,57921.574,32690.43,2969.3054,17350.754,7408.0195,23251.857,42968.016,10883.925,16121.633,6104.3286,317.11847,7470.389,531.09814,521.2542,601.0422,581.7754,647.20056,15896.836,8309.393,216.424,15723.803,6928.52,43403.508,3022.0967,7350.9346,25818.049,11648.825,3899.5776,3913.2256,448.97656
2025-11-01 13:00:00,21262.703,11261.554,4213.924,2231.4812,3292.8245,25671.137,57740.625,33580.83,2858.1982,17172.82,7630.507,23236.91,42554.594,9640.056,16421.582,5880.589,289.26486,7503.334,451.94757,449.3875,545.9251,543.23346,624.2262,16222.521,7982.7344,189.22375,16123.697,6581.41,42887.246,2798.8962,7366.2827,26185.438,10544.896,3904.1782,3907.1567,407.0374
2025-11-01 14:00:00,21201.588,10718.438,3870.2007,2347.7388,3329.5117,25751.93,57957.348,31728.055,2806.963,15856.956,7816.18,22678.023,42509.33,10174.849,16210.045,5947.2354,298.1767,7499.9395,396.0476,403.90735,506.03876,523.63916,589.5736,16026.1875,8152.3257,192.72198,16014.131,6671.453,42855.547,2819.088,7396.961,25440.008,11312.983,3894.2434,3907.1333,386.06522
2025-11-01 15:00:00,22238.54,9452.605,3181.2275,2480.3787,3360.3145,25782.932,57985.336,34172.977,2904.8364,13112.878,7998.6406,20714.07,42736.918,13122.41,14691.001,7136.382,330.58832,7499.2314,443.6265,448.71118,544.0443,548.60693,600.8964,14784.1045,9242.107,233.29736,14744.266,7884.459,43088.227,2831.9219,7389.698,22974.102,14085.3,3886.4502,3890.2637,419.24667
2025-11-01 16:00:00,24366.697,7481.896,2208.6377,2632.1023,3352.424,25908.572,57825.996,33015.562,3381.1997,9238.572,7983.4717,17825.06,43206.574,19350.467,11498.5205,10228.289,387.01312,7492.217,601.8014,601.9076,687.2261,686.9807,735.57007,11646.745,12142.844,334.5631,11626.659,11133.154,43501.785,3357.5469,7397.6216,18014.174,20436.262,3887.225,3885.621,503.87585
2025-11-01 17:00:00,27026.43,3953.5918,1028.5967,2830.3203,3387.9836,26172.158,57759.18,35532.453,3637.5732,4415.813,8110.473,13668.328,43940.93,26246.297,7975.055,13860.281,584.7364,7529.9844,772.74023,757.12683,822.9696,822.8008,877.2151,8011.0557,15544.611,517.41565,8096.532,14784.724,44211.664,3980.768,7397.4272,12172.497,27419.883,3896.54,3883.7473,604.8067
2025-11-01 18:00:00,29092.523,931.0206,182.04651,2971.7942,3387.8127,26443.562,57138.055,36322.406,3070.1675,1055.6611,8025.5576,9807.805,44479.215,30918.676,6007.004,15917.882,799.0876,7480.5713,844.596,823.3993,859.16113,888.1734,955.7652,6124.0093,17408.055,685.79565,6471.1914,16346.119,44753.707,3219.589,7290.0405,8169.349,31857.438,3889.9487,3885.0696,686.5405
2025-11-01 19:00:00,29604.896,80.371826,0.0,3115.6042,3403.031,26501.709,56565.34,37652.5,2454.4336,321.29395,8179.4688,9060.551,44805.54,31799.297,5690.833,16409.498,872.1847,7414.67,859.5429,848.968,880.0166,866.2805,906.853,5829.585,17616.812,772.2339,5995.4946,16912.908,45086.816,2885.5227,7199.471,6909.7456,33159.79,3883.984,3887.6787,727.05383
2025-11-01 20:00:00,29392.844,0.0,0.0,3280.2515,3388.7783,26487.88,56331.805,36678.6,2234.9338,-37.36621,8239.852,8806.805,44413.305,31804.305,5470.741,16800.98,889.51184,7344.2305,869.00134,876.9946,913.34814,878.31586,915.30774,5545.657,17894.13,798.9675,5703.7603,17233.527,44731.96,2841.1272,7118.4805,6983.1514,32807.914,3887.4824,3887.0315,716.2595
2025-11-01 21:00:00,29160.021,0.0,0.0,3371.9497,3336.9573,26536.398,56479.375,36565.492,1812.801,-179.76807,8506.364,8766.329,44238.2,31204.54,5655.371,16550.408,887.22473,7210.207,830.89087,854.85626,873.48425,855.6882,905.1263,5422.99,17822.197,797.9313,5510.541,17346.193,44572.195,2342.696,7061.098,6833.236,32687.836,3883.0264,3883.5579,668.92786
